entry_id,source,page_ref,chinese,pinyin,kimmun,vietnamese,meaning_en,category,notes,CORRECTED_PAGE
SA-3278,Savina (1926),p.66,,,"d'une fille, heng mun sa.",Entiché. —,(Source 1926) Entiché. —,Savina Dictionary,,
SA-3279,Savina (1926),p.66,,,"nuit entière, quay mun.",Entier. Une,(Source 1926) Entier. Une,Savina Dictionary,,
SA-3280,Savina (1926),p.66,,,"jour — , quáy nói. Le monde — ,",Un,(Source 1926) Un,Savina Dictionary,,
SA-3281,Savina (1926),p.66,,,long tgiù,"Entièrement. Dépensé — ,","(Source 1926) Entièrement. Dépensé — ,",Savina Dictionary,,
SA-3282,Savina (1926),p.66,,,"une carte, тёк búi gia",Entoiler. —,(Source 1926) Entoiler. —,Savina Dictionary,,
SA-3283,Savina (1926),p.66,,,"les prières, que piêy",Entonner. —,(Source 1926) Entonner. —,Savina Dictionary,,
SA-3284,Savina (1926),p.66,,,nom tíu táo.,"Entonnoir,","(Source 1926) Entonnoir,",Savina Dictionary,,
SA-3285,Savina (1926),p.66,,,"faire une — aux pieds,",Entorse. Se,(Source 1926) Entorse. Se,Savina Dictionary,,
SA-3286,Savina (1926),p.66,,,serpent s'entortille,Entortiller. Le,(Source 1926) Entortiller. Le,Savina Dictionary,,
SA-3287,Savina (1926),p.66,,,"entortillé, kham khâc xlâu.",Style,(Source 1926) Style,Savina Dictionary,,
SA-3288,Savina (1926),p.66,,,vêy khoang quin. — une,"Entourer,","(Source 1926) Entourer,",Savina Dictionary,,
SA-3289,Savina (1926),p.66,,,"tu kiáu. — une œuvre, chó day.",I,(Source 1926) I,Savina Dictionary,,
SA-3290,Savina (1926),p.66,,,"entre-b aillée,",Entre-bàiller. Porte,(Source 1926) Entre-bàiller. Porte,Savina Dictionary,,
SA-3291,Savina (1926),p.66,,,ti doi bàp.,"Entre-battre (S'),","(Source 1926) Entre-battre (S'),",Savina Dictionary,,
SA-3292,Savina (1926),p.66,,,ti pong.,"Entre-choquer (S1),","(Source 1926) Entre-choquer (S1),",Savina Dictionary,,
SA-3293,Savina (1926),p.66,,,keng gia. Où est Г — ?keng,"Entrée,","(Source 1926) Entrée,",Savina Dictionary,,
SA-3294,Savina (1926),p.66,,,"ces entrefaites, tong",Entrefaite. Sur,(Source 1926) Entrefaite. Sur,Savina Dictionary,,
SA-3295,Savina (1926),p.66,,,ti bàp.,"Entre-frapper (S'),","(Source 1926) Entre-frapper (S'),",Savina Dictionary,,
SA-3296,Savina (1926),p.66,,,ti táy,"Entr'égorger (S'),","(Source 1926) Entr'égorger (S'),",Savina Dictionary,,
SA-3297,Savina (1926),p.66,,,ti паи.,"Entre-haïr (S'),","(Source 1926) Entre-haïr (S'),",Savina Dictionary,,
SA-3298,Savina (1926),p.66,,,ti pong,"Entre-heurter (S'),","(Source 1926) Entre-heurter (S'),",Savina Dictionary,,
SA-3299,Savina (1926),p.66,,,lau dap.,"Entremêler,","(Source 1926) Entremêler,",Savina Dictionary,,
SA-3300,Savina (1926),p.66,,,chóng тип,"Entremetteur,","(Source 1926) Entremetteur,",Savina Dictionary,,
SA-3301,Savina (1926),p.67,,,"de bambou, hlnglau.",Entre-nœud. —,(Source 1926) Entre-nœud. —,Savina Dictionary,,
SA-3302,Savina (1926),p.67,,,тип bai áy;mun tám lu.,"Entreprenant,","(Source 1926) Entreprenant,",Savina Dictionary,,
SA-3303,Savina (1926),p.67,,,"un travail, khôi côm",Entreprendre. —,(Source 1926) Entreprendre. —,Savina Dictionary,,
SA-3304,Savina (1926),p.67,,,mun ghing day.,"Entrepreneur,","(Source 1926) Entrepreneur,",Savina Dictionary,,
SA-3305,Savina (1926),p.67,,,"gia. — dans la maison, gia","Entrer,","(Source 1926) Entrer,",Savina Dictionary,,
SA-3306,Savina (1926),p.67,,,long â\,"Entre-temps,","(Source 1926) Entre-temps,",Savina Dictionary,,
SA-3307,Savina (1926),p.67,,,"une maison, tá li",Entretenir. —,(Source 1926) Entretenir. —,Savina Dictionary,,
SA-3308,Savina (1926),p.67,,,ti táy.,"Entre-tuer (S""'),","(Source 1926) Entre-tuer (S""'),",Savina Dictionary,,
SA-3309,Savina (1926),p.67,,,phoàt a ti,"Entrevoir,","(Source 1926) Entrevoir,",Savina Dictionary,,
SA-3310,Savina (1926),p.67,,,"d'une — , fixer",Entrevue. Convenir,(Source 1926) Entrevue. Convenir,Savina Dictionary,,
SA-3311,Savina (1926),p.67,,,han ghi cóng cáu.,"une — ,","(Source 1926) une — ,",Savina Dictionary,,
SA-3312,Savina (1926),p.67,,,"entrouverte,",Entr'ouvert. Porte,(Source 1926) Entr'ouvert. Porte,Savina Dictionary,,
SA-3313,Savina (1926),p.67,,,"la porte, khói keng",Entr'ouvrir. —,(Source 1926) Entr'ouvrir. —,Savina Dictionary,,
SA-3314,Savina (1926),p.67,,,"cáy xlún. — ses services,","Énumérer,","(Source 1926) Énumérer,",Savina Dictionary,,
SA-3315,Savina (1926),p.67,,,pirates ont envahi le,Envahir. Les,(Source 1926) Envahir. Les,Savina Dictionary,,
SA-3316,Savina (1926),p.67,,,du fleuve,Envaser. L'embouchure,(Source 1926) Envaser. L'embouchure,Savina Dictionary,,
SA-3317,Savina (1926),p.67,,,"de lettre, nom xlan j",Enveloppe. —,(Source 1926) Enveloppe. —,Savina Dictionary,,
SA-3318,Savina (1926),p.67,,,xláng. Les pauvres envient,"Envier,","(Source 1926) Envier,",Savina Dictionary,,
SA-3319,Savina (1926),p.67,,,"riches, mun song xláng mun",les,(Source 1926) les,Savina Dictionary,,
SA-3320,Savina (1926),p.67,,,"envieuse, mun",Envieux. Personne,(Source 1926) Envieux. Personne,Savina Dictionary,,
SA-3321,Savina (1926),p.67,,,"dix jours, lu chëy sâp",Environ. —,(Source 1926) Environ. —,Savina Dictionary,,
SA-3322,Savina (1926),p.67,,,vèy quái. Les montagnes,"Environner,","(Source 1926) Environner,",Savina Dictionary,,
SA-3323,Savina (1926),p.67,,,xlêy pháng.,"Environs,","(Source 1926) Environs,",Savina Dictionary,,
SA-3324,Savina (1926),p.67,,,"regarder au visage,","Envisager. — ,","(Source 1926) Envisager. — ,",Savina Dictionary,,
SA-3325,Savina (1926),p.67,,,dày ning. L'oiseau,"Envoler (S'),","(Source 1926) Envoler (S'),",Savina Dictionary,,
SA-3326,Savina (1926),p.67,,,expédier une lettre r,"Envoyer. — ,","(Source 1926) Envoyer. — ,",Savina Dictionary,,
SA-3327,Savina (1926),p.67,,,chêy hù. Toile,"Epais. Papier — ,","(Source 1926) Epais. Papier — ,",Savina Dictionary,,
SA-3328,Savina (1926),p.67,,,"son cœur, pong xlém.",Épancher. —,(Source 1926) Épancher. —,Savina Dictionary,,
SA-3329,Savina (1926),p.67,,,"du fumier, tgiám phon.",Epandre. —,(Source 1926) Epandre. —,Savina Dictionary,,
SA-3330,Savina (1926),p.67,,,"empaqueter, peu. — , phang goi siët. Le visage s'épa -","Envelopper. — ,","(Source 1926) Envelopper. — ,",Savina Dictionary,,
SA-3331,Savina (1926),p.67,,,phôt doc. mun со.,"Envenimer. S'— (plaie),","(Source 1926) Envenimer. S'— (plaie),",Savina Dictionary,,
SA-3332,Savina (1926),p.67,,,"ses parents, Éfarpillé, xlán dán",Envers. Respectueux —,(Source 1926) Envers. Respectueux —,Savina Dictionary,,
SA-3333,Savina (1926),p.67,,,"chu gûy plán. Épars. Cheveux — , piéy lun.","Г — ,","(Source 1926) Г — ,",Savina Dictionary,,
SA-3334,Savina (1926),p.67,,,"à /' — l'un de l'autre, Épaté. Ne% — , bó chóng met",Envi. Travailler,(Source 1926) Envi. Travailler,Savina Dictionary,,
SA-3335,Savina (1926),p.67,,,"ban tau. Porter sur Г — , dám.","Épaule,","(Source 1926) Épaule,",Savina Dictionary,,
SA-3336,Savina (1926),p.67,,,"sur /' — , bë ban tau.",Frapper,(Source 1926) Frapper,Savina Dictionary,,
SA-3337,Savina (1926),p.67,,,"sur les épaules, dámxláo",Charger,(Source 1926) Charger,Savina Dictionary,,
SA-3338,Savina (1926),p.67,,,"fardeau ď — , van ban tau ;",un,(Source 1926) un,Savina Dictionary,,
SA-3339,Savina (1926),p.67,,,"un fusil, tam tsông gia",Épauler. —,(Source 1926) Épauler. —,Savina Dictionary,,
SA-3340,Savina (1926),p.67,,,"vaisseau échoué, sa dang","Épave. — ,","(Source 1926) Épave. — ,",Savina Dictionary,,
SA-3341,Savina (1926),p.67,,,chung chiém.,"Épée,","(Source 1926) Épée,",Savina Dictionary,,
SA-3342,Savina (1926),p.67,,,cóng gióm.,"Épeler,","(Source 1926) Épeler,",Savina Dictionary,,
SA-3343,Savina (1926),p.67,,,hon gai,"Éperdu,","(Source 1926) Éperdu,",Savina Dictionary,,
SA-3344,Savina (1926),p.67,,,heng mûri,"Éperdument. éimer — ,","(Source 1926) Éperdument. éimer — ,",Savina Dictionary,,
SA-3345,Savina (1926),p.67,,,"nom xlu nhëp. — , ergot des","Éperon,","(Source 1926) Éperon,",Savina Dictionary,,
SA-3346,Savina (1926),p.67,,,"oiseau de proie, sa","Épervier. — ,","(Source 1926) Épervier. — ,",Savina Dictionary,,
SA-3347,Savina (1926),p.67,,,"giù cán. Bonheur — , pu","Éphémère,","(Source 1926) Éphémère,",Savina Dictionary,,
SA-3348,Savina (1926),p.67,,,"de blé, a nháu blàu",Épi. —,(Source 1926) Épi. —,Savina Dictionary,,
SA-3349,Savina (1926),p.67,,,xlac liu,"Epice,","(Source 1926) Epice,",Savina Dictionary,,
SA-3350,Savina (1926),p.67,,,án xlac liu,"Épicer,","(Source 1926) Épicer,",Savina Dictionary,,
SA-3351,Savina (1926),p.68,,,xlái gôm quái.,"Épidémie,","(Source 1926) Épidémie,",Savina Dictionary,,
SA-3352,Savina (1926),p.68,,,ném. — ■,"Épier,","(Source 1926) Épier,",Savina Dictionary,,
SA-3353,Savina (1926),p.68,,,"nom xlêm piêy. — à cheveux,","Épingle,","(Source 1926) Épingle,",Savina Dictionary,,
SA-3354,Savina (1926),p.68,,,gon xlém.,"Épingler,","(Source 1926) Épingler,",Savina Dictionary,,
SA-3355,Savina (1926),p.68,,,pu huông chim lày.,"Epiphanie,","(Source 1926) Epiphanie,",Savina Dictionary,,
SA-3356,Savina (1926),p.68,,,ghiáu bai dang.,"Épitaphe,","(Source 1926) Épitaphe,",Savina Dictionary,,
SA-3357,Savina (1926),p.68,,,chue xlêng phôt xlái.,"Épizootie,","(Source 1926) Épizootie,",Savina Dictionary,,
SA-3358,Savina (1926),p.68,,,"des pommes de terre,",Éplucher. —,(Source 1926) Éplucher. —,Savina Dictionary,,
SA-3359,Savina (1926),p.68,,,khu.,"Épluchure,","(Source 1926) Épluchure,",Savina Dictionary,,
SA-3360,Savina (1926),p.68,,,xláu mîn piêy ;,"Éponge. Serviette — ,","(Source 1926) Éponge. Serviette — ,",Savina Dictionary,,
SA-3361,Savina (1926),p.68,,,"essuyer la sueur, xlôt","Éponger. 5' — ,","(Source 1926) Éponger. 5' — ,",Savina Dictionary,,
SA-3362,Savina (1926),p.68,,,"áu. — légitime, áu lu","Epouse,","(Source 1926) Epouse,",Savina Dictionary,,
SA-3363,Savina (1926),p.68,,,"prendre femme, chô","Épouser. — ,","(Source 1926) Épouser. — ,",Savina Dictionary,,
SA-3364,Savina (1926),p.68,,,bông m buong,"Épousseter,","(Source 1926) Épousseter,",Savina Dictionary,,
SA-3365,Savina (1926),p.68,,,"eau quân. Crime — ,","Épouvantable,","(Source 1926) Épouvantable,",Savina Dictionary,,
SA-3366,Savina (1926),p.68,,,tau ma long.,"Épouvantail,","(Source 1926) Épouvantail,",Savina Dictionary,,
SA-3367,Savina (1926),p.68,,,"quelqu'un, hâc mun ;",Épouvanter. —,(Source 1926) Épouvanter. —,Savina Dictionary,,
SA-3368,Savina (1926),p.68,,,ï cóng bù.,"Époux. Les — ,","(Source 1926) Époux. Les — ,",Savina Dictionary,,
SA-3369,Savina (1926),p.68,,,"xley khiom. —■ les gens,","Éprouver,","(Source 1926) Éprouver,",Savina Dictionary,,
SA-3370,Savina (1926),p.68,,,chap clo mong.,"Épucer,","(Source 1926) Épucer,",Savina Dictionary,,
SA-3371,Savina (1926),p.68,,,"gon gai. — une fontaine,","Épuiser,","(Source 1926) Épuiser,",Savina Dictionary,,
SA-3372,Savina (1926),p.68,,,duong hu ghêô,"Épiglotte,","(Source 1926) Épiglotte,",Savina Dictionary,,
SA-3373,Savina (1926),p.68,,,"phôt mày gling. Épuisette, nom gon gon warn.","Epilepsie,","(Source 1926) Epilepsie,",Savina Dictionary,,
SA-3374,Savina (1926),p.68,,,tsût piéy,"Épiler,","(Source 1926) Épiler,",Savina Dictionary,,
SA-3375,Savina (1926),p.68,,,cóng xlám cóng xlí. dang.,"Épiloguer,","(Source 1926) Épiloguer,",Savina Dictionary,,
SA-3376,Savina (1926),p.68,,,"pó hom ghéáy. Équarrir. — un arbre, phón ghiáng","Épinard,","(Source 1926) Épinard,",Savina Dictionary,,
SA-3377,Savina (1926),p.68,,,"nom tgiêm. Piqué par une —- , xlêy pháng.","Épine,","(Source 1926) Épine,",Savina Dictionary,,
SA-3378,Savina (1926),p.68,,,"theu tgiêm. — dorsale, cá Équipe. Une — d'ouvriers, goan","une — ,","(Source 1926) une — ,",Savina Dictionary,,
SA-3379,Savina (1926),p.68,,,cong bèng,"Équitable,","(Source 1926) Équitable,",Savina Dictionary,,
SA-3380,Savina (1926),p.68,,,"en prix, chá ti nang ;",Équivalent. —,(Source 1926) Équivalent. —,Savina Dictionary,,
SA-3381,Savina (1926),p.68,,,"à double sens, nai ï","Equivoque. —- ,","(Source 1926) Equivoque. —- ,",Savina Dictionary,,
SA-3382,Savina (1926),p.68,,,"éraillée, xling khlëp ;",Éraillé. Voix,(Source 1926) Éraillé. Voix,Savina Dictionary,,
SA-3383,Savina (1926),p.68,,,"très fatigué, khon gióng.","Éreinté. — ,","(Source 1926) Éreinté. — ,",Savina Dictionary,,
SA-3384,Savina (1926),p.68,,,"le frappant), toi",On Га — (en.,(Source 1926) On Га — (en.,Savina Dictionary,,
SA-3385,Savina (1926),p.68,,,"de coq, nom cháy chán.",Ergot. —,(Source 1926) Ergot. —,Savina Dictionary,,
SA-3386,Savina (1926),p.68,,,"discuter pour des riens),",Ergoter (,(Source 1926) Ergoter (,Savina Dictionary,,
SA-3387,Savina (1926),p.68,,,"un hôpital, áy ma buông",Eriger. —,(Source 1926) Eriger. —,Savina Dictionary,,
SA-3388,Savina (1926),p.68,,,mun giâm kièm xláu dau. I,"Ermite,","(Source 1926) Ermite,",Savina Dictionary,,
SA-3389,Savina (1926),p.68,,,médicament a érodé la \,Eroder. Le,(Source 1926) Eroder. Le,Savina Dictionary,,
SA-3390,Savina (1926),p.68,,,dang sa. I,"Erkata,","(Source 1926) Erkata,",Savina Dictionary,,
SA-3391,Savina (1926),p.68,,,"se promener sans but, ning i","Errer. — ,","(Source 1926) Errer. — ,",Savina Dictionary,,
SA-3392,Savina (1926),p.68,,,"escarpée, kiáu chùi",Escarpé. Route,(Source 1926) Escarpé. Route,Savina Dictionary,,
SA-3393,Savina (1926),p.68,,,"bon — , péychán",Escient. é,(Source 1926) Escient. é,Savina Dictionary,,
SA-3394,Savina (1926),p.68,,,mun áy паи,"Esclave,","(Source 1926) Esclave,",Savina Dictionary,,
SA-3395,Savina (1926),p.68,,,"clao can, clao dang min","Escompter,","(Source 1926) Escompter,",Savina Dictionary,,
SA-3396,Savina (1926),p.68,,,de soldats,Escorte. —,(Source 1926) Escorte. —,Savina Dictionary,,
SA-3397,Savina (1926),p.68,,,ho ghiun.,"Escrime. épprendre Г — ,","(Source 1926) Escrime. épprendre Г — ,",Savina Dictionary,,
SA-3398,Savina (1926),p.68,,,lau cà siêy,"Escroc,","(Source 1926) Escroc,",Savina Dictionary,,
SA-3399,Savina (1926),p.68,,,"de l'argent, p'iën тип",Escroquer. —,(Source 1926) Escroquer. —,Savina Dictionary,,
SA-3400,Savina (1926),p.68,,,"dans i — , gung min ;","Espace. — ,","(Source 1926) Espace. — ,",Savina Dictionary,,
SA-3401,Savina (1926),p.69,,,"non serré, xlà.","Espacé,","(Source 1926) Espacé,",Savina Dictionary,,
SA-3402,Savina (1926),p.69,,,"les bancs, an tang xlà.",Espacer. —,(Source 1926) Espacer. —,Savina Dictionary,,
SA-3403,Savina (1926),p.69,,,seule —,Espèce. Une,(Source 1926) Espèce. Une,Savina Dictionary,,
SA-3404,Savina (1926),p.69,,,"erreur, áy sa",une,(Source 1926) une,Savina Dictionary,,
SA-3405,Savina (1926),p.69,,,mun nong,"Erudit. Un — ,","(Source 1926) Erudit. Un — ,",Savina Dictionary,,
SA-3406,Savina (1926),p.69,,,volcanique,Eruption. —,(Source 1926) Eruption. —,Savina Dictionary,,
SA-3407,Savina (1926),p.69,,,tang ghèk.,"Escabeau,","(Source 1926) Escabeau,",Savina Dictionary,,
SA-3408,Savina (1926),p.69,,,"les murs, lek chin g ;",Escalader. —,(Source 1926) Escalader. —,Savina Dictionary,,
SA-3409,Savina (1926),p.69,,,dang tau,"Escale. Faire — (navire),","(Source 1926) Escale. Faire — (navire),",Savina Dictionary,,
SA-3410,Savina (1926),p.69,,,"tau théy. Monter un — ,","Escalier,","(Source 1926) Escalier,",Savina Dictionary,,
SA-3411,Savina (1926),p.69,,,áy xla p'ién.,"Escamoter,","(Source 1926) Escamoter,",Savina Dictionary,,
SA-3412,Savina (1926),p.69,,,"une — , thlu ning",Escapade. Faire,(Source 1926) Escapade. Faire,Savina Dictionary,,
SA-3413,Savina (1926),p.69,,,kéng quay ghiàu.,"Escargot,","(Source 1926) Escargot,",Savina Dictionary,,
SA-3414,Savina (1926),p.69,,,тип 16m torn.,"Espiègle,","(Source 1926) Espiègle,",Savina Dictionary,,
SA-3415,Savina (1926),p.69,,,тип ning thàm,"Espion,","(Source 1926) Espion,",Savina Dictionary,,
SA-3416,Savina (1926),p.69,,,ning thàm,"Espionner,","(Source 1926) Espionner,",Savina Dictionary,,
SA-3417,Savina (1926),p.69,,,"estrade, nom clan.","Esplanade,","(Source 1926) Esplanade,",Savina Dictionary,,
SA-3418,Savina (1926),p.69,,,man,"Esprit,","(Source 1926) Esprit,",Savina Dictionary,,
SA-3419,Savina (1926),p.69,,,"sing san. Esprits, âmes des",Ghu'o'i,(Source 1926) Ghu'o'i,Savina Dictionary,,
SA-3420,Savina (1926),p.69,,,"troublé, xlém lun.",évoir Г —,(Source 1926) évoir Г —,Savina Dictionary,,
SA-3421,Savina (1926),p.69,,,áy kiáng.,"Esquisser,","(Source 1926) Esquisser,",Savina Dictionary,,
SA-3422,Savina (1926),p.69,,,thlu ning.,"Esquiver (S'j,","(Source 1926) Esquiver (S'j,",Savina Dictionary,,
SA-3423,Savina (1926),p.69,,,"ď abeilles, mëy peau Étager, an sang thà.",Essaim. —,(Source 1926) Essaim. —,Savina Dictionary,,
SA-3424,Savina (1926),p.69,,,"xlëy. — un cheval, xlêy ma. chá","Essayer,","(Source 1926) Essayer,",Savina Dictionary,,
SA-3425,Savina (1926),p.69,,,"très nécessaire, chí giau Etal, tóng á dôm mëy-","Essentiel,","(Source 1926) Essentiel,",Savina Dictionary,,
SA-3426,Savina (1926),p.69,,,"xlen sa xlêm. ses connaissances, mai pun day.","Essieu,","(Source 1926) Essieu,",Savina Dictionary,,
SA-3427,Savina (1926),p.69,,,"prend son — , sa no S' — par terre de tout son long,",Essor. L'oiseau,(Source 1926) Essor. L'oiseau,Savina Dictionary,,
SA-3428,Savina (1926),p.69,,,khon si lu,"Essoufflé,","(Source 1926) Essoufflé,",Savina Dictionary,,
SA-3429,Savina (1926),p.69,,,"nom xiáu mín. Étanche. Seau — , nom thong dëp.","Essuie-main,","(Source 1926) Essuie-main,",Savina Dictionary,,
SA-3430,Savina (1926),p.69,,,"la table, xlôt, mât dom Étancher. — le sang, gam sam ;",Essuyer. —,(Source 1926) Essuyer. —,Savina Dictionary,,
SA-3431,Savina (1926),p.69,,,"larmes, xlôt mêy warn. nhiàu gàt.",les,(Source 1926) les,Savina Dictionary,,
SA-3432,Savina (1926),p.69,,,"tóng phán. é Г — , giám tóng Étang, nom glang. — à poissons,","Est,","(Source 1926) Est,",Savina Dictionary,,
SA-3433,Savina (1926),p.69,,,"nom p'âu kién. Étape. Gîte d'—, sien peau chàp.","Estaminet,","(Source 1926) Estaminet,",Savina Dictionary,,
SA-3434,Savina (1926),p.69,,,ta gién,"Estampiller,","(Source 1926) Estampiller,",Savina Dictionary,,
SA-3435,Savina (1926),p.69,,,"les gens, kéng bong toi. — , guy hu giù. —, rovaume,",Estimer. —,(Source 1926) Estimer. —,Savina Dictionary,,
SA-3436,Savina (1926),p.69,,,"nom xlï. — paresseux, xlï, Étayer. — une maison, tsèng peau.","Estomac,","(Source 1926) Estomac,",Savina Dictionary,,
SA-3437,Savina (1926),p.69,,,"nóm elán. Éteindre. — la lampe, táy tóng tay.","Estrade,","(Source 1926) Estrade,",Savina Dictionary,,
SA-3438,Savina (1926),p.69,,,"des pieds, тип xláu pay",Estropié. —,(Source 1926) Estropié. —,Savina Dictionary,,
SA-3439,Savina (1926),p.69,,,"quelqu'un, bàp mun un incendie, táy tàu pu peau. Le",Estropier. —,(Source 1926) Estropier. —,Savina Dictionary,,
SA-3440,Savina (1926),p.69,,,giâu,"Et,","(Source 1926) Et,",Savina Dictionary,,
SA-3441,Savina (1926),p.69,,,"à buffles,, nom ngong gô. les jambes, xluong xláu. — des:",Etable. —,(Source 1926) Etable. —,Savina Dictionary,,
SA-3442,Savina (1926),p.69,,,"ghèôp ting. un prix, tjng phái. — les ailes pour voler, khói","Etablir,","(Source 1926) Etablir,",Savina Dictionary,,
SA-3443,Savina (1926),p.69,,,"se marier, ghêôp chà. 5' — en se couchant, phêy dáo ;","S' — ,","(Source 1926) S' — ,",Savina Dictionary,,
SA-3444,Savina (1926),p.69,,,"à trois étages, péáu phêy cha.",Étage. Maison,(Source 1926) Étage. Maison,Savina Dictionary,,
SA-3445,Savina (1926),p.69,,,"est — , Thièn Chircn",Éternel. Dieu,(Source 1926) Éternel. Dieu,Savina Dictionary,,
SA-3446,Savina (1926),p.69,,,"à Г église, giâm sing",Eterniser. 5' —,(Source 1926) Eterniser. 5' —,Savina Dictionary,,
SA-3447,Savina (1926),p.69,,,sït kián.,"Éternuer,","(Source 1926) Éternuer,",Savina Dictionary,,
