entry_id,source,page_ref,chinese,pinyin,kimmun,vietnamese,meaning_en,category,notes,CORRECTED_PAGE
SA-7375,Savina (1926),p.148,,,má goáng,"Terne,","(Source 1926) Terne,",Savina Dictionary,,
SA-7376,Savina (1926),p.148,,,dut xlâc,"Ternir. Se — ,","(Source 1926) Ternir. Se — ,",Savina Dictionary,,
SA-7377,Savina (1926),p.148,,,"bon — , ni gong",Terrain. Un,(Source 1926) Terrain. Un,Savina Dictionary,,
SA-7378,Savina (1926),p.148,,,"quelqu'un, áy phún",Terrasser. —,(Source 1926) Terrasser. —,Savina Dictionary,,
SA-7379,Savina (1926),p.148,,,"continuelle de L'esprit, kiay.",Tension. —,(Source 1926) Tension. —,Savina Dictionary,,
SA-7380,Savina (1926),p.148,,,"du — , ôp m",Terreau. Préparer,(Source 1926) Terreau. Préparer,Savina Dictionary,,
SA-7381,Savina (1926),p.148,,,"diabolique, mangiau.",Tentation. —,(Source 1926) Tentation. —,Savina Dictionary,,
SA-7382,Savina (1926),p.148,,,m dong.,"Terrestre. Paradis — ,","(Source 1926) Terrestre. Paradis — ,",Savina Dictionary,,
SA-7383,Savina (1926),p.148,,,"la — , lui man giau.",Repousser,(Source 1926) Repousser,Savina Dictionary,,
SA-7384,Savina (1926),p.148,,,pàu ni,"Terrer,","(Source 1926) Terrer,",Savina Dictionary,,
SA-7385,Savina (1926),p.148,,,"une — , xlëy a",Tentative. Faire,(Source 1926) Tentative. Faire,Savina Dictionary,,
SA-7386,Savina (1926),p.148,,,côm tgià gióng.,"Terreur,","(Source 1926) Terreur,",Savina Dictionary,,
SA-7387,Savina (1926),p.148,,,"terreuses, pu blâ ni.",Terreux. Mains,(Source 1926) Terreux. Mains,Savina Dictionary,,
SA-7388,Savina (1926),p.148,,,"phûn búi tsèng,","Tente. Une — ,","(Source 1926) Tente. Une — ,",Savina Dictionary,,
SA-7389,Savina (1926),p.148,,,tau mun hiu,"Terrible. Homme — ,","(Source 1926) Terrible. Homme — ,",Savina Dictionary,,
SA-7390,Savina (1926),p.148,,,"essayer, xléy. — ,","Tenter. — ,","(Source 1926) Tenter. — ,",Savina Dictionary,,
SA-7391,Savina (1926),p.148,,,châu mun,"Terrien- Propriétaire — ,","(Source 1926) Terrien- Propriétaire — ,",Savina Dictionary,,
SA-7392,Savina (1926),p.148,,,"suis — de partir, giâ ging",Tenu. Je,(Source 1926) Tenu. Je,Savina Dictionary,,
SA-7393,Savina (1926),p.148,,,nï khôt-,"Terrier,","(Source 1926) Terrier,",Savina Dictionary,,
SA-7394,Savina (1926),p.148,,,kiêa pha-,"Ténu,","(Source 1926) Ténu,",Savina Dictionary,,
SA-7395,Savina (1926),p.148,,,"les gens, hât mun côm",Terrifier. —,(Source 1926) Terrifier. —,Savina Dictionary,,
SA-7396,Savina (1926),p.148,,,giang xli gong.,"Tenue. Bonne — ,","(Source 1926) Tenue. Bonne — ,",Savina Dictionary,,
SA-7397,Savina (1926),p.148,,,xlong ghêang xlong.,"Térébenthine,","(Source 1926) Térébenthine,",Savina Dictionary,,
SA-7398,Savina (1926),p.148,,,nom wâm tgieng,"Terrine,","(Source 1926) Terrine,",Savina Dictionary,,
SA-7399,Savina (1926),p.148,,,long long lac lac,"Tergiverser,","(Source 1926) Tergiverser,",Savina Dictionary,,
SA-7400,Savina (1926),p.148,,,xlêy pháng. Le — des,"Territoire,","(Source 1926) Territoire,",Savina Dictionary,,
SA-7401,Savina (1926),p.149,,,"un — , han ghi. Le —",Terme. Fixer,(Source 1926) Terme. Fixer,Savina Dictionary,,
SA-7402,Savina (1926),p.149,,,mun xlêy pháng.,"Miao, Méo","(Source 1926) Miao, Méo",Savina Dictionary,,
SA-7403,Savina (1926),p.149,,,"de — , xlêy pháng",Terroir. éccent,(Source 1926) Terroir. éccent,Savina Dictionary,,
SA-7404,Savina (1926),p.149,,,"colline, nom chêy kiên.","Tertre,","(Source 1926) Tertre,",Savina Dictionary,,
SA-7405,Savina (1926),p.149,,,"de bouteille, lëp chán ho;",Tesson. —,(Source 1926) Tesson. —,Savina Dictionary,,
SA-7406,Savina (1926),p.149,,,son — avant de,Testament. Écrire,(Source 1926) Testament. Écrire,Savina Dictionary,,
SA-7407,Savina (1926),p.149,,,"un travail, áy côm pàu",Terminer. —,(Source 1926) Terminer. —,Savina Dictionary,,
SA-7408,Savina (1926),p.149,,,"nom sâu blau. Tétanos, xlúng mun gom.","Termite,","(Source 1926) Termite,",Savina Dictionary,,
SA-7409,Savina (1926),p.149,,,"nom piêy. évoir mal à la — ,","Tête,","(Source 1926) Tête,",Savina Dictionary,,
SA-7410,Savina (1926),p.149,,,"sur la — , (long piêy dóng",Porter,(Source 1926) Porter,Savina Dictionary,,
SA-7411,Savina (1926),p.149,,,"d'une fleur, phang cón. —",Tige. —,(Source 1926) Tige. —,Savina Dictionary,,
SA-7412,Savina (1926),p.149,,,"ri^, blau cón. — d'une famille,",de,(Source 1926) de,Savina Dictionary,,
SA-7413,Savina (1926),p.149,,,"tau ghian. Le — rugit, tau","Tigre,","(Source 1926) Tigre,",Savina Dictionary,,
SA-7414,Savina (1926),p.149,,,"ghian dop. Griffes du — ,","de — ,","(Source 1926) de — ,",Savina Dictionary,,
SA-7415,Savina (1926),p.149,,,"argentin, xlîng bdi nang",Timbre. —,(Source 1926) Timbre. —,Savina Dictionary,,
SA-7416,Savina (1926),p.149,,,"clâng ngheng. Timbrer. — une lettre, mëkxlantam.","Mauvaise — ,","(Source 1926) Mauvaise — ,",Savina Dictionary,,
SA-7417,Savina (1926),p.149,,,"la — , vên piêy. Timide, mun tám kièn",Tourner,(Source 1926) Tourner,Savina Dictionary,,
SA-7418,Savina (1926),p.149,,,hop nu. corn tgià.,"Téter,","(Source 1926) Téter,",Savina Dictionary,,
SA-7419,Savina (1926),p.149,,,"nom nu néng. Timon. — d'une voiture, nom sa pu.","TÉtin,","(Source 1926) TÉtin,",Savina Dictionary,,
SA-7420,Savina (1926),p.149,,,"clang ngheng. Timoré, mun tám kien.","Têtu,","(Source 1926) Têtu,",Savina Dictionary,,
SA-7421,Savina (1926),p.149,,,"un livre — , Tinctorial. Plante tinctoriale, chêy",Textuellement. Copier,(Source 1926) Textuellement. Copier,Savina Dictionary,,
SA-7422,Savina (1926),p.149,,,"khorn cha. Boire du — , hop cha. Tintamarre, nhao","Thé,","(Source 1926) Thé,",Savina Dictionary,,
SA-7423,Savina (1926),p.149,,,"infuser le — , gôc cha. ghêom ghêom.",Faire,(Source 1926) Faire,Savina Dictionary,,
SA-7424,Savina (1926),p.149,,,"le — , tsam cha. Tinter. — une cloche, bô chóng;",Verser,(Source 1926) Verser,Savina Dictionary,,
SA-7425,Savina (1926),p.149,,,"au — , à la comédie, ngao chóng. Les oreilles me",Théâtre. éller,(Source 1926) Théâtre. éller,Savina Dictionary,,
SA-7426,Savina (1926),p.149,,,nom cha peng,"Théière,","(Source 1926) Théière,",Savina Dictionary,,
SA-7427,Savina (1926),p.149,,,"thermales, wâm Tiraillement, êy má ti tói",Thermal. Eaux,(Source 1926) Thermal. Eaux,Savina Dictionary,,
SA-7428,Savina (1926),p.149,,,"xlëk xlên xlai. causé par la faim, nhiâu sa béat","Thésauriser,","(Source 1926) Thésauriser,",Savina Dictionary,,
SA-7429,Savina (1926),p.149,,,ca lâp. béât,"Thorax,","(Source 1926) Thorax,",Savina Dictionary,,
SA-7430,Savina (1926),p.149,,,"xlong p'ëk ghiáng. Tire-bouchon, nom quêy gân khói","Thuya,","(Source 1926) Thuya,",Savina Dictionary,,
SA-7431,Savina (1926),p.149,,,"du pape, cáo pha vongmau. chán.",Tiare. —,(Source 1926) Tiare. —,Savina Dictionary,,
SA-7432,Savina (1926),p.149,,,"xláu xlung hîng. Tiré. Les traits du visage tirés, kiay","Tibia,","(Source 1926) Tibia,",Savina Dictionary,,
SA-7433,Savina (1926),p.149,,,"habitude, quên xléy. min dáo.","Tic,","(Source 1926) Tic,",Savina Dictionary,,
SA-7434,Savina (1926),p.149,,,"de chemin de fer, tâu sa Tirelire, nom kiáng sang nhan.",Ticket. —,(Source 1926) Ticket. —,Savina Dictionary,,
SA-7435,Savina (1926),p.149,,,"tac. — d'une montre, nom lái dang. — par la main, khên pu",Tic,(Source 1926) Tic,Savina Dictionary,,
SA-7436,Savina (1926),p.149,,,"warn kióm nhùn. Un les oreilles, dan bo nom. — un","Tiède. Eau — ,","(Source 1926) Tiède. Eau — ,",Savina Dictionary,,
SA-7437,Savina (1926),p.149,,,"mêy nhanghù. Les tiens, l'horoscope, xlún meng- — au clair,","Tien. Le — ,","(Source 1926) Tien. Le — ,",Savina Dictionary,,
SA-7438,Savina (1926),p.149,,,pô phón giêt. Fièvre dut nan.,"Tiers. Le — ,","(Source 1926) Tiers. Le — ,",Savina Dictionary,,
SA-7439,Savina (1926),p.149,,,"ma warn. Tombe, Tombeau, nóm xláu. Creuser","Tisane,","(Source 1926) Tisane,",Savina Dictionary,,
SA-7440,Savina (1926),p.149,,,"xlang nhôt tau. une tombe, wët xláu. Réparer,","Tison,","(Source 1926) Tison,",Savina Dictionary,,
SA-7441,Savina (1926),p.149,,,"de la toile, dàtbui. Métier entretenir une tombe, cheng xláu.",Tisser. —,(Source 1926) Tisser. —,Savina Dictionary,,
SA-7442,Savina (1926),p.149,,,"mun dat búi. les tombeaux, pái xlàu.","Tisserand,","(Source 1926) Tisserand,",Savina Dictionary,,
SA-7443,Savina (1926),p.149,,,"serré, búi nung",Tissu. —,(Source 1926) Tissu. —,Savina Dictionary,,
SA-7444,Savina (1926),p.149,,,"d'un livre, nom xlau bu. gling gia khôt. L'arbre est tombé,",Titre. —,(Source 1926) Titre. —,Savina Dictionary,,
SA-7445,Savina (1926),p.149,,,"un — , un grade, nai cóng chêy ghiáng vêy. — d'accord,",évoir,(Source 1926) évoir,Savina Dictionary,,
SA-7446,Savina (1926),p.149,,,"chanceler, ning má sien","Tituber,","(Source 1926) Tituber,",Savina Dictionary,,
SA-7447,Savina (1926),p.149,,,"boire en V honneur de Ton. — élevé, xling ghêâng. — bas,",Toast ;,(Source 1926) Toast ;,Savina Dictionary,,
SA-7448,Savina (1926),p.149,,,"le — pour avertir Tondre. — un mouton, kiôp min",Tocsin. Sonner,(Source 1926) Tocsin. Sonner,Savina Dictionary,,
SA-7449,Savina (1926),p.149,,,"lap lun. Tonique, pâu k'iâ ma. Vin — , pâu","Тони-вони,","(Source 1926) Тони-вони,",Savina Dictionary,,
SA-7450,Savina (1926),p.149,,,"mêy. C'est — , chëy mêy. Ce k'iâ tiu.","Toi,","(Source 1926) Toi,",Savina Dictionary,,
SA-0701,Savina (1926),p.15,,,piastres pour frais,éllouer. — 100,(Source 1926) éllouer. — 100,Savina Dictionary,,
SA-0702,Savina (1926),p.15,,,"route, phun a pë nhan ning kiáu",de,(Source 1926) de,Savina Dictionary,,
SA-0703,Savina (1926),p.15,,,"la lampe, pu tóng. —",éllumer. —,(Source 1926) éllumer. —,Savina Dictionary,,
SA-0704,Savina (1926),p.15,,,"ď argent et de cuivre,",élliage. —,(Source 1926) élliage. —,Savina Dictionary,,
SA-0705,Savina (1926),p.15,,,"parenté,",élliance. Contracter — .,(Source 1926) élliance. Contracter — .,Savina Dictionary,,
SA-0706,Savina (1926),p.15,,,individus alliés par un,éllié. Deux,(Source 1926) éllié. Deux,Savina Dictionary,,
SA-0707,Savina (1926),p.15,,,"choses), mé linger,",éllier. — (des,(Source 1926) éllier. — (des,Savina Dictionary,,
SA-0708,Savina (1926),p.15,,,"feu, cui tau",le,(Source 1926) le,Savina Dictionary,,
SA-0709,Savina (1926),p.15,,,a xlém tau pêa.,"éllumette. Une — ,","(Source 1926) éllumette. Une — ,",Savina Dictionary,,
SA-0710,Savina (1926),p.15,,,"boite d 'allumettes, a hom tau.",Une,(Source 1926) Une,Savina Dictionary,,
SA-0711,Savina (1926),p.15,,,"d'allumettes vide, tau hom",Boîte,(Source 1926) Boîte,Savina Dictionary,,
SA-0712,Savina (1926),p.15,,,aux autres en,éllusion. Faire —,(Source 1926) éllusion. Faire —,Savina Dictionary,,
SA-0713,Savina (1926),p.15,,,"ď — , ni phón.",élluvion. Terrain,(Source 1926) élluvion. Terrain,Savina Dictionary,,
SA-0714,Savina (1926),p.15,,,"ď — , ghing phón.",Rivières,(Source 1926) Rivières,Savina Dictionary,,
SA-0715,Savina (1926),p.15,,,tong xláu.,"élmanach,","(Source 1926) élmanach,",Savina Dictionary,,
SA-0716,Savina (1926),p.15,,,"de bon — , sien nhan.",éloi. érgent,(Source 1926) éloi. érgent,Savina Dictionary,,
SA-0717,Savina (1926),p.15,,,"de mauvais — ,",Marchandises,(Source 1926) Marchandises,Savina Dictionary,,
SA-0718,Savina (1926),p.15,,,tóng di,"élors,","(Source 1926) élors,",Savina Dictionary,,
SA-0719,Savina (1926),p.15,,,siët ni.,"élourdir (Sv),","(Source 1926) élourdir (Sv),",Savina Dictionary,,
SA-0720,Savina (1926),p.15,,,chêy xlàu lby.,"élphabet,","(Source 1926) élphabet,",Savina Dictionary,,
SA-0721,Savina (1926),p.15,,,une — avec,éltercation. évoir,(Source 1926) éltercation. évoir,Savina Dictionary,,
SA-0722,Savina (1926),p.15,,,"avoir soif , nhiàu gàt.","éltéré,","(Source 1926) éltéré,",Savina Dictionary,,
SA-0723,Savina (1926),p.15,,,"altérées, nhan chá.",Monnaies,(Source 1926) Monnaies,Savina Dictionary,,
SA-0724,Savina (1926),p.15,,,"les monnaies, áy nhan",éltérer. —,(Source 1926) éltérer. —,Savina Dictionary,,
SA-0725,Savina (1926),p.15,,,î lëp lu,"élternative. Pénible — ,","(Source 1926) élternative. Pénible — ,",Savina Dictionary,,
SA-0726,Savina (1926),p.15,,,ti van,"élternativement,","(Source 1926) élternativement,",Savina Dictionary,,
SA-0727,Savina (1926),p.15,,,"les couleurs, van xlàc. peau.",élterner. —,(Source 1926) élterner. —,Savina Dictionary,,
SA-0728,Savina (1926),p.15,,,"ki'u ngâu. Faire — honorable, nhim sa.","élt 1er,","(Source 1926) élt 1er,",Savina Dictionary,,
SA-0729,Savina (1926),p.15,,,"de iooo mètres, ghèâng émender, cheng phun nân gong quái.",éltitude. —,(Source 1926) éltitude. —,Savina Dictionary,,
SA-0730,Savina (1926),p.15,,,"khui ban. gong. S' — , di ki coi quái.","élun,","(Source 1926) élun,",Savina Dictionary,,
SA-0731,Savina (1926),p.15,,,"mèy béât khôt. — , cavité émener, chô làu thàu —, tirer à","élvéole,","(Source 1926) élvéole,",Savina Dictionary,,
SA-0732,Savina (1926),p.15,,,táu lang. khén pu làu. Quel motif vous,"émadou,","(Source 1926) émadou,",Savina Dictionary,,
SA-0733,Savina (1926),p.15,,,"les enfants, giau siêy. amène ? mèy vey nhén fhàu làu ? —",émadouer. —,(Source 1926) émadouer. —,Savina Dictionary,,
SA-0734,Savina (1926),p.15,,,"si xlêy. émaigri, xlêy giù. à la maison, ghiéy làu peau.","émaigrir,","(Source 1926) émaigrir,",Savina Dictionary,,
SA-0735,Savina (1926),p.15,,,clon,"émalgamer,","(Source 1926) émalgamer,",Savina Dictionary,,
SA-0736,Savina (1926),p.15,,,"mun hèng mun sa. émante, Très — , èm gióng. Un peu — , era","émant,","(Source 1926) émant,",Savina Dictionary,,
SA-0737,Savina (1926),p.15,,,"chây gón phang. doc. L' — et le doux, èm giâu cam.","émarante,","(Source 1926) émarante,",Savina Dictionary,,
SA-0738,Savina (1926),p.15,,,"ďun bateau, pang dang émertume, ém méy. — , chagrin,",émarre. —,(Source 1926) émarre. —,Savina Dictionary,,
SA-0739,Savina (1926),p.15,,,xláy dang láng. xlêm giau,Lang ;,(Source 1926) Lang ;,Savina Dictionary,,
SA-0740,Savina (1926),p.15,,,"un bateau, páng dang",émarrer. —,(Source 1926) émarrer. —,Savina Dictionary,,
SA-0741,Savina (1926),p.15,,,"a dui. — de pierres, a dui ghiáu. émi, bang giâu. Deux amis, ílan bang","émas,","(Source 1926) émas,",Savina Dictionary,,
SA-0742,Savina (1926),p.15,,,"clon áy a dui. — de Г argent, giàu. Deux amis du même âge,","émasser,","(Source 1926) émasser,",Savina Dictionary,,
SA-0743,Savina (1926),p.15,,,"de chevaux, mun hèng duong bâng giàu.",émateur. —,(Source 1926) émateur. —,Savina Dictionary,,
SA-0744,Savina (1926),p.15,,,"mun sa chóng mun tón. émical. Conseils amicaux, ti doi bâng","émazone,","(Source 1926) émazone,",Savina Dictionary,,
SA-0745,Savina (1926),p.15,,,"sans — , cha cha giâu giông gi bu.",émbages. Parler,(Source 1926) émbages. Parler,Savina Dictionary,,
SA-0746,Savina (1926),p.15,,,î nó êy,"émbigu,","(Source 1926) émbigu,",Savina Dictionary,,
SA-0747,Savina (1926),p.15,,,"mun thám min dop. amidonner, quái su wâm.","émbitieux,","(Source 1926) émbitieux,",Savina Dictionary,,
SA-0748,Savina (1926),p.15,,,"le gain, thám ghèy. émincir, áy phún nân pha. — en",émbitionner. —,(Source 1926) émbitionner. —,Savina Dictionary,,
SA-0749,Savina (1926),p.15,,,"militaire, giôc dai raclant, khuyët phun nân pha.",émbulance. —,(Source 1926) émbulance. —,Savina Dictionary,,
SA-0750,Savina (1926),p.15,,,"mun gia émmonite, nom khoi quay.","émbulant. Marchand — ,","(Source 1926) émbulant. Marchand — ,",Savina Dictionary,,
SA-7451,Savina (1926),p.150,,,"pièce de — , a p'èt búi. Topinambour, chuong chéng doi.",Toile. Une,(Source 1926) Toile. Une,Savina Dictionary,,
SA-7452,Savina (1926),p.150,,,"sa — , chóng xlên",Toilette. Faire,(Source 1926) Toilette. Faire,Savina Dictionary,,
SA-7453,Savina (1926),p.150,,,"gáo. — les gens, áy dai xlôt mun siêy.","Toiser,","(Source 1926) Toiser,",Savina Dictionary,,
SA-7454,Savina (1926),p.150,,,min giuông piêy. gong-,"Toison,","(Source 1926) Toison,",Savina Dictionary,,
SA-7455,Savina (1926),p.150,,,peau turn,"Toit,","(Source 1926) Toit,",Savina Dictionary,,
SA-7456,Savina (1926),p.150,,,"ghiâ pên. de laver), ghët guy khóa. — le","Tôle,","(Source 1926) Tôle,",Savina Dictionary,,
SA-7457,Savina (1926),p.150,,,theng tu,"Tolerable,","(Source 1926) Tolerable,",Savina Dictionary,,
SA-7458,Savina (1926),p.150,,,"de — , vang Torpeur, ma Ы.",Tolérance. Maison,(Source 1926) Tolérance. Maison,Savina Dictionary,,
SA-7459,Savina (1926),p.150,,,"nham dong. Torrent, nóm váng kiên wâm ghêâu","Tolérer,","(Source 1926) Tolérer,",Savina Dictionary,,
SA-7460,Savina (1926),p.150,,,khôm cam cat. can,"Tomate,","(Source 1926) Tomate,",Savina Dictionary,,
SA-7461,Savina (1926),p.150,,,"torrentielle, bung Toupet, piéy nha. évoir du — , nai",Torrentiel. Pluie,(Source 1926) Torrentiel. Pluie,Savina Dictionary,,
SA-7462,Savina (1926),p.150,,,"guôngkiom gióng. Toupie, nom dung dêy. Jeu de — , bâp","Torride- Ciel — ,","(Source 1926) Torride- Ciel — ,",Savina Dictionary,,
SA-7463,Savina (1926),p.150,,,"tordu. Bouche torse, nom tgiët dung dêy.","Tors,","(Source 1926) Tors,",Savina Dictionary,,
SA-7464,Savina (1926),p.150,,,"erreur, faute, tsa","Tort. — ,","(Source 1926) Tort. — ,",Savina Dictionary,,
SA-7465,Savina (1926),p.150,,,"ses torts, nhim tsa. Faire fait un tour), a tgien. éller faire",évouer,(Source 1926) évouer,Savina Dictionary,,
SA-7466,Savina (1926),p.150,,,"le—, mûn cláng tgiâ. a chèng. Chacun son — , sang tau",Torticolis. évoir,(Source 1926) Torticolis. évoir,Savina Dictionary,,
SA-7467,Savina (1926),p.150,,,thôi siët ning.i/ n'y a pas sang tau.,"Tortiller,","(Source 1926) Tortiller,",Savina Dictionary,,
SA-7468,Savina (1926),p.150,,,"ho chóng méo. Tourbillon. — (vent), quêy xlun","Tortu. Ne{ — ,","(Source 1926) Tortu. Ne{ — ,",Savina Dictionary,,
SA-7469,Savina (1926),p.150,,,"cï eau, tau wâm to",Tortue. —,(Source 1926) Tortue. —,Savina Dictionary,,
SA-7470,Savina (1926),p.150,,,"tiu kiáu Tourmenter. — les gens, nan vèy","Tortueux. Chemin — -,","(Source 1926) Tortueux. Chemin — -,",Savina Dictionary,,
SA-7471,Savina (1926),p.150,,,"hengbàt. Mettre quelqu'un Tournant. — de chemin, kiáu kióng.","Torture,","(Source 1926) Torture,",Savina Dictionary,,
SA-7472,Savina (1926),p.150,,,"bâp nai. guy. — le dos, wén cá dáng. — la","Torturer,","(Source 1926) Torturer,",Savina Dictionary,,
SA-7473,Savina (1926),p.150,,,"tai ghêâu. — ou tard, marmite, wên mû.","Tôt. Venir — ,","(Source 1926) Tôt. Venir — ,",Savina Dictionary,,
SA-7474,Savina (1926),p.150,,,"giët chong. Tournevis, nom ghët ting.","Total,","(Source 1926) Total,",Savina Dictionary,,
SA-7475,Savina (1926),p.150,,,"tgiù bêang. Tourniquet, nom tgiáo hen.","Totalement,","(Source 1926) Totalement,",Savina Dictionary,,
SA-7476,Savina (1926),p.150,,,"tourner un — , nen Tournoyer, áy kiáu wén.",Toton. Faire,(Source 1926) Toton. Faire,Savina Dictionary,,
SA-7477,Savina (1926),p.150,,,"touchantes, cóng Tourteau, péng.",Touchant. Paroles,(Source 1926) Touchant. Paroles,Savina Dictionary,,
SA-7478,Savina (1926),p.150,,,"mun day duong. Toussaint, chi sing chím lày.","Touche-à-tout,","(Source 1926) Touche-à-tout,",Savina Dictionary,,
SA-7479,Savina (1926),p.150,,,"à quelque chose, lorn Tousser, lue hà.",Toucher. —,(Source 1926) Toucher. —,Savina Dictionary,,
SA-7480,Savina (1926),p.150,,,"d'herbes, a tôt ma. Toutefois, tán chëy",Touffe. —,(Source 1926) Touffe. —,Savina Dictionary,,
SA-7481,Savina (1926),p.150,,,"touffus, piéy nung. Tout-puissant. Dieu est — , Thiên",Touffu. Cheveux,(Source 1926) Touffu. Cheveux,Savina Dictionary,,
SA-7482,Savina (1926),p.150,,,"touffue, ma nung. Chircn nai sin nang.",Herbe,(Source 1926) Herbe,Savina Dictionary,,
SA-7483,Savina (1926),p.150,,,"giangdi. // est — malade, Toux, sang hâ.","Toujours,","(Source 1926) Toujours,",Savina Dictionary,,
SA-7484,Savina (1926),p.150,,,day nan,"Tracas,","(Source 1926) Tracas,",Savina Dictionary,,
SA-7485,Savina (1926),p.150,,,"nan vêy. Se — , giâu","Tracasser,","(Source 1926) Tracasser,",Savina Dictionary,,
SA-7486,Savina (1926),p.150,,,"des pieds, xláu man. Traces",Trace. —,(Source 1926) Trace. —,Savina Dictionary,,
SA-7487,Savina (1926),p.150,,,"tigre, ghian xláu man.",du,(Source 1926) du,Savina Dictionary,,
SA-7488,Savina (1926),p.150,,,"des caractères, kiá dang.",Tracer. —,(Source 1926) Tracer. —,Savina Dictionary,,
SA-7489,Savina (1926),p.150,,,"artère, clâng hô khio.",Trachée,(Source 1926) Trachée,Savina Dictionary,,
SA-7490,Savina (1926),p.150,,,"ancestrale, xlóng xlú",Tradition. —,(Source 1926) Tradition. —,Savina Dictionary,,
SA-7491,Savina (1926),p.150,,,tgiët lan siët tai.,"Traditionnel,","(Source 1926) Traditionnel,",Savina Dictionary,,
SA-7492,Savina (1926),p.150,,,"du chinois en mán, chô",Traduire. —,(Source 1926) Traduire. —,Savina Dictionary,,
SA-7493,Savina (1926),p.150,,,xleng êy mai mai,"Trafiquer,","(Source 1926) Trafiquer,",Savina Dictionary,,
SA-7494,Savina (1926),p.150,,,day hîu.,"Tragique,","(Source 1926) Tragique,",Savina Dictionary,,
SA-7495,Savina (1926),p.150,,,"un secret, Ian mat day.",Trahir. —,(Source 1926) Trahir. —,Savina Dictionary,,
SA-7496,Savina (1926),p.150,,,"chemin de fer, tau sa. Monter","Train,","(Source 1926) Train,",Savina Dictionary,,
SA-7497,Savina (1926),p.150,,,"par terre, guy",Traînant. Habits —,(Source 1926) Traînant. Habits —,Savina Dictionary,,
SA-7498,Savina (1926),p.150,,,mun ning dáng,"Traînard,","(Source 1926) Traînard,",Savina Dictionary,,
SA-7499,Savina (1926),p.150,,,"d'un couteau, tgiu",Tranchant. —,(Source 1926) Tranchant. —,Savina Dictionary,,
SA-7500,Savina (1926),p.150,,,"de viande, a téng à. —",Tranche. —,(Source 1926) Tranche. —,Savina Dictionary,,
SA-7501,Savina (1926),p.151,,,"pain, a téng péng.",de,(Source 1926) de,Savina Dictionary,,
SA-7502,Savina (1926),p.151,,,"une — , khóikiáu.",Tranchée. Ouvrir,(Source 1926) Tranchée. Ouvrir,Savina Dictionary,,
SA-7503,Savina (1926),p.151,,,"un nœud, quan nhói",Trancher. —,(Source 1926) Trancher. —,Savina Dictionary,,
SA-7504,Savina (1926),p.151,,,quan dôp tgiu.,"Tranchet,","(Source 1926) Tranchet,",Savina Dictionary,,
SA-7505,Savina (1926),p.151,,,nom chám tgieng.,"Tranchoir,","(Source 1926) Tranchoir,",Savina Dictionary,,
SA-7506,Savina (1926),p.151,,,"esprit — , xlém",Tranquille. évoir V,(Source 1926) Tranquille. évoir V,Savina Dictionary,,
SA-7507,Savina (1926),p.151,,,"sans se presser, man","Tranquillement,","(Source 1926) Tranquillement,",Savina Dictionary,,
SA-7508,Savina (1926),p.151,,,pong xlêm.,"Tranquilliser (Se),","(Source 1926) Tranquilliser (Se),",Savina Dictionary,,
SA-7509,Savina (1926),p.151,,,vo khày.,"Transaction,","(Source 1926) Transaction,",Savina Dictionary,,
SA-7510,Savina (1926),p.151,,,"des marchandises,",Transborder. —,(Source 1926) Transborder. —,Savina Dictionary,,
SA-7511,Savina (1926),p.151,,,siët song.,"Transcendant,","(Source 1926) Transcendant,",Savina Dictionary,,
SA-7512,Savina (1926),p.151,,,"tsâo. — un /řvre,tsáoxlau.","Transcrire,","(Source 1926) Transcrire,",Savina Dictionary,,
SA-7513,Savina (1926),p.151,,,van tên.,"Transférer,","(Source 1926) Transférer,",Savina Dictionary,,
SA-7514,Savina (1926),p.151,,,pen ;,"Transformation, Transformer,","(Source 1926) Transformation, Transformer,",Savina Dictionary,,
SA-7515,Savina (1926),p.151,,,"voiture, lái sa. pên mín kiáng.",une,(Source 1926) une,Savina Dictionary,,
SA-7516,Savina (1926),p.151,,,"une vache, gut ngong pécher, pàm xlôi .",Traire. —,(Source 1926) Traire. —,Savina Dictionary,,
SA-7517,Savina (1926),p.151,,,"flèche, xlên xlóng. — tay.","Trait. — ,","(Source 1926) Trait. — ,",Savina Dictionary,,
SA-7518,Savina (1926),p.151,,,"pinceau, a va. Les traits du Transit. Marchandises en — , hù quái",de,(Source 1926) de,Savina Dictionary,,
SA-7519,Savina (1926),p.151,,,"vo mue. Transmettre. — à la postérité, chôn","Traitable,","(Source 1926) Traitable,",Savina Dictionary,,
SA-7520,Savina (1926),p.151,,,"trafic, xleng êy","Traite. — ,","(Source 1926) Traite. — ,",Savina Dictionary,,
SA-7521,Savina (1926),p.151,,,"des convives, âq\ tsë. — Transparent, mang tu quáiphán.Pa-",Traiter. —,(Source 1926) Traiter. —,Savina Dictionary,,
SA-7522,Savina (1926),p.151,,,"affaire, bên day. — une pier — •, chêy mang tíi quái phán.",une,(Source 1926) une,Savina Dictionary,,
SA-7523,Savina (1926),p.151,,,"un long — , ning cœur de ses parents, áy phůn tgl",Trajet. Faire,(Source 1926) Trajet. Faire,Savina Dictionary,,
SA-7524,Savina (1926),p.151,,,"thlu xlan mun. Transpirer, siët han.","Tram. Coolie —,","(Source 1926) Tram. Coolie —,",Savina Dictionary,,
SA-7525,Savina (1926),p.151,,,"un arbre, xley song Traverser. — un fleuve, quái váng.",Transplanter. —,(Source 1926) Transplanter. —,Savina Dictionary,,
